Titulo;Paragrafo;;Fonte;Link;Data_acesso;Termo
amidalite;amigdalite, infecção inflamatória das amígdalas causada pela invasão da membrana mucosa por microrganismos, geralmente bactérias ou vírus estreptococos hemolíticos. os sintomas são dor de garganta, dificuldade para engolir, febre, mal-estar e aumento dos gânglios linfáticos em ambos os lados do pescoço.;;Enciclopédia Britânica;https://www.britannica.com/science/tonsillitis;Acesso em maio de 2024;tonsillitis
amiloidose;amiloidose, doença caracterizada pela deposição de uma proteína anormal chamada amiloide nos tecidos conjuntivos e órgãos do corpo que inibe o funcionamento normal. amilóide é um complexo proteína-carboidrato fibroso e insolúvel que se forma quando proteínas normalmente solúveis, como os anticorpos, ficam mal dobradas e adotam uma estrutura de fibrila.;;Enciclopédia Britânica;https://www.britannica.com/science/amyloidosis;Acesso em maio de 2024;amyloidosis
anafilaxia;anafilaxia, em imunologia, uma reação alérgica sistêmica grave, imediata e potencialmente fatal ao contato com uma substância estranha, ou antígeno, à qual um indivíduo se tornou sensibilizado. as alergias alimentares são os desencadeadores mais comuns de anafilaxia, seguidas por medicamentos e picadas e picadas de insetos .;;Enciclopédia Britânica;https://www.britannica.com/science/anaphylaxis;Acesso em maio de 2024;anaphylaxis
anatomia;anatomia, um campo das ciências biológicas preocupado com a identificação e descrição das estruturas corporais dos seres vivos. a anatomia macroscópica envolve o estudo das principais estruturas do corpo por dissecação e observação e, no seu sentido mais restrito, preocupa-se apenas com o corpo humano.;;Enciclopédia Britânica;https://www.britannica.com/science/anatomy;Acesso em maio de 2024;anatomy
anemia;anemia, condição na qual os glóbulos vermelhos (eritrócitos) estão reduzidos em número ou volume ou são deficientes em hemoglobina, seu pigmento transportador de oxigênio. o sintoma externo mais perceptível da anemia geralmente é a palidez da pele, das membranas mucosas e do leito ungueal.;;Enciclopédia Britânica;https://www.britannica.com/science/anemia;Acesso em maio de 2024;anemia
anemia aplástica;anemia aplástica, doença em que a medula óssea não consegue produzir um número adequado de células sanguíneas. pode haver falta de todos os tipos de células – glóbulos brancos (leucócitos), glóbulos vermelhos (eritrócitos) e plaquetas – resultando em uma forma da doença chamada pancitopenia, ou pode haver falta de um ou mais tipos de células.;;Enciclopédia Britânica;https://www.britannica.com/science/aplastic-anemia;Acesso em maio de 2024;aplastic-anemia
anemia falciforme;anemia falciforme, doença hereditária que destrói os glóbulos vermelhos fazendo com que eles assumam uma forma rígida de “foice”. a doença é caracterizada por muitos dos sintomas de anemia crônica (fadiga, pele pálida e falta de ar), bem como suscetibilidade a infecções, icterícia e outros problemas oculares, atraso no crescimento e crises episódicas de dor intensa no abdômen, ossos ou músculos.;;Enciclopédia Britânica;https://www.britannica.com/science/sickle-cell-anemia;Acesso em maio de 2024;sickle-cell-anemia
anestesia;anestesia, perda de sensação física, com ou sem perda de consciência, induzida artificialmente pela administração de medicamentos, gases inalantes ou outros agentes. o uso de gases anestésicos em cirurgia foi proposto pela primeira vez pelo químico britânico sir humphrey davy em 1798, após sua observação de que a inalação de óxido nitroso aliviava a dor.;;Enciclopédia Britânica;https://www.britannica.com/science/anesthesia;Acesso em maio de 2024;anesthesia
aneurisma de aorta;;;Enciclopédia Britânica;https://www.britannica.com/science/aortic-aneurysm;Acesso em maio de 2024;aortic-aneurysm
angioplastia;angioplastia, abertura terapêutica de um vaso sanguíneo bloqueado. normalmente, um balão é insuflado perto da extremidade de um cateter (ver cateterismo) para achatar as placas (ver aterosclerose) contra a parede de uma artéria.;;Enciclopédia Britânica;https://www.britannica.com/science/angioplasty;Acesso em maio de 2024;angioplasty
ansiedade;ansiedade, um sentimento de pavor, medo ou apreensão, muitas vezes sem justificativa clara. a ansiedade distingue-se do medo porque este último surge em resposta a um perigo claro e real, tal como aquele que afecta a segurança física de uma pessoa.;;Enciclopédia Britânica;https://www.britannica.com/science/anxiety;Acesso em maio de 2024;anxiety
apendicite;apendicite, inflamação do apêndice, o tubo fechado ligado ao ceco, a primeira região do intestino grosso. embora alguns casos sejam leves e possam resolver por conta própria, a maioria exige a remoção do apêndice inflamado por meio de cirurgia abdominal (geralmente por laparotomia ou laparoscopia), muitas vezes deixando uma pequena cicatriz ou cicatrizes.;;Enciclopédia Britânica;https://www.britannica.com/science/appendicitis;Acesso em maio de 2024;appendicitis
apnéia do sono;apnéia do sono, condição respiratória caracterizada por pausas na respiração durante o sono. a palavra apneia é derivada do grego apnoia, que significa “sem respiração”.;;Enciclopédia Britânica;https://www.britannica.com/science/sleep-apnea;Acesso em maio de 2024;sleep-apnea
arritmia;arritmia, variação da frequência ou regularidade normal dos batimentos cardíacos, geralmente resultante de irregularidades no sistema de condução do coração. as arritmias ocorrem tanto em corações normais como em corações doentes e não têm significado médico por si só, embora possam pôr em perigo a função cardíaca quando associadas a outras anomalias cardíacas.;;Enciclopédia Britânica;https://www.britannica.com/science/arrhythmia;Acesso em maio de 2024;arrhythmia
arsênico;arsênico (as), elemento químico do grupo do nitrogênio (grupo 15 [va] da tabela periódica), existindo nas formas cristalinas cinza e amarela.;;Enciclopédia Britânica;https://www.britannica.com/science/arsenic;Acesso em maio de 2024;arsenic
artrite;artrite , inflamação das articulações e seus efeitos. artrite é um termo geral, derivado das palavras gregas arthro-, que significa “articulação”, e -itis, que significa “inflamação”.;;Enciclopédia Britânica;https://www.britannica.com/science/arthritis;Acesso em maio de 2024;arthritis
artrite infecciosa;;;Enciclopédia Britânica;https://www.britannica.com/science/infectious-arthritis;Acesso em maio de 2024;infectious-arthritis
artrite psoriática;;;Enciclopédia Britânica;https://www.britannica.com/science/psoriatic-arthritis;Acesso em maio de 2024;psoriatic-arthritis
artrite reumatoide;artrite reumatóide, doença crônica, frequentemente progressiva, na qual ocorrem alterações inflamatórias nos tecidos conjuntivos do corpo. a inflamação e o espessamento das membranas sinoviais (os sacos que contêm o fluido que lubrifica as articulações) causam danos irreversíveis à cápsula articular e à cartilagem articular (articular), à medida que essas estruturas são substituídas por tecido semelhante a uma cicatriz chamado pannus.;;Enciclopédia Britânica;https://www.britannica.com/science/rheumatoid-arthritis;Acesso em maio de 2024;rheumatoid-arthritis
asilo;asilo, no direito internacional, a proteção concedida por um estado a um cidadão estrangeiro contra o seu próprio estado. a pessoa para quem o asilo é estabelecido não tem o direito legal de exigi-lo, e o estado de acolhimento não tem obrigação de concedê-lo.;;Enciclopédia Britânica;https://www.britannica.com/science/asylum;Acesso em maio de 2024;asylum
asma;asma, um distúrbio crônico dos pulmões em que as vias aéreas inflamadas têm tendência a se contrair, causando episódios de respiração ofegante, aperto no peito, tosse e falta de ar, cuja gravidade varia de leve a fatal.;;Enciclopédia Britânica;https://www.britannica.com/science/asthma;Acesso em maio de 2024;asthma
aspergilose;aspergilose, uma série de diferentes estados de doença em humanos que são causados ​​por fungos do gênero aspergillus, especialmente a. fumigatus, a.;;Enciclopédia Britânica;https://www.britannica.com/science/aspergillosis;Acesso em maio de 2024;aspergillosis
ataque cardíaco;ataque cardíaco, morte de uma seção do miocárdio, o músculo do coração, causada por uma interrupção do fluxo sanguíneo para a área. um ataque cardíaco resulta da obstrução das artérias coronárias.;;Enciclopédia Britânica;https://www.britannica.com/science/heart-attack;Acesso em maio de 2024;heart-attack
ataque isquêmico transitório;;;Enciclopédia Britânica;https://www.britannica.com/science/transient-ischemic-attack;Acesso em maio de 2024;transient-ischemic-attack
ataxia Telangiectasia;;;Enciclopédia Britânica;https://www.britannica.com/science/ataxia-telangiectasia;Acesso em maio de 2024;ataxia-telangiectasia
aterosclerose;aterosclerose, doença crônica causada pela deposição de gorduras, colesterol, cálcio e outras substâncias na camada mais interna do endotélio das artérias de grande e médio calibre. a aterosclerose é a anormalidade arterial mais comum caracterizada como arteriosclerose, que é definida pela perda de elasticidade arterial devido ao espessamento e enrijecimento dos vasos.;;Enciclopédia Britânica;https://www.britannica.com/science/atherosclerosis;Acesso em maio de 2024;atherosclerosis
automutilação;;;Enciclopédia Britânica;https://www.britannica.com/science/self-mutilation;Acesso em maio de 2024;self-mutilation
azia;;;Enciclopédia Britânica;https://www.britannica.com/science/heartburn;Acesso em maio de 2024;heartburn
barotrauma;barotrauma, qualquer uma das várias lesões decorrentes de mudanças na pressão sobre o corpo. os humanos estão adaptados para viver a uma pressão atmosférica de 760 mm de mercúrio (a pressão ao nível do mar), que difere das pressões experimentadas em ambientes subaquáticos e nas atmosferas superiores do espaço.;;Enciclopédia Britânica;https://www.britannica.com/science/barotrauma;Acesso em maio de 2024;barotrauma
biópsia;biópsia, procedimento de diagnóstico médico no qual células ou tecidos são removidos de um paciente e examinados visualmente, geralmente com um microscópio. o material para biópsia pode ser obtido por diversos métodos e com diversos instrumentos, incluindo aspiração por agulha, esfregaço com esponja, raspagem com cureta, trepanação de osso ou excisão com fórceps ou laço elétrico.;;Enciclopédia Britânica;https://www.britannica.com/science/biopsy;Acesso em maio de 2024;biopsy
botox;botox, nome comercial de um medicamento baseado na toxina produzida pela bactéria clostridium botulinum que causa intoxicação alimentar grave (botulismo). quando injetado localmente em pequenas quantidades, o botox bloqueia a liberação do neurotransmissor acetilcolina, interferindo na capacidade de contração do músculo.;;Enciclopédia Britânica;https://www.britannica.com/science/botox;Acesso em maio de 2024;botox
botulismo;botulismo, síndrome paralítica causada por envenenamento por toxina botulínica, substância produzida pela bactéria clostridium botulinum. o botulismo resulta mais frequentemente da ingestão de alimentos enlatados caseiros, esterilizados inadequadamente, contendo a toxina.;;Enciclopédia Britânica;https://www.britannica.com/science/botulism;Acesso em maio de 2024;botulism
bronzeamento;curtimento, tratamento químico de couro ou pele de animal cru para convertê-lo em couro. um agente de bronzeamento desloca a água dos interstícios entre as fibras proteicas e une essas fibras.;;Enciclopédia Britânica;https://www.britannica.com/science/tanning;Acesso em maio de 2024;tanning
